81	卓越计划驱动的软件工程双导师一体化教学模式	杨谊	高教论坛	2016-08-20	期刊		21	http://sso.cdclib.org/interlibSSO/goto/6/=06190596Z93/kns55/detail/detail.aspx?recid=&FileName=GGJY201608011&DbName=CJFDLAST2016&DbCode=CJFQ
82	开源对软件工程的作用及关键搜索技术分析	张康	微型机与应用	2015-12-25	期刊		36	http://sso.cdclib.org/interlibSSO/goto/6/=06190596Z93/kns55/detail/detail.aspx?recid=&FileName=WXJY201524003&DbName=CJFDLAST2016&DbCode=CJFQ
83	计算机软件工程的管理和应用	王昕	无线互联科技	2016-08-10	期刊		12	http://sso.cdclib.org/interlibSSO/goto/6/=06190596Z93/kns55/detail/detail.aspx?recid=&FileName=WXHK201615058&DbName=CJFDLAST2016&DbCode=CJFQ
84	基于软件工程项目管理关键管控点的研究	范永学	电子测试	2016-08-23 13:38	期刊		30	http://sso.cdclib.org/interlibSSO/goto/6/=06190596Z93/kns55/detail/detail.aspx?recid=&FileName=WDZC201616045&DbName=CJFDLAST2016&DbCode=CJFQ
85	电子技术与软件工程		电子技术与软件工程	2016-08-15	期刊		5	http://sso.cdclib.org/interlibSSO/goto/6/=06190596Z93/kns55/detail/detail.aspx?recid=&FileName=DZRU201616222&DbName=CJFDLAST2016&DbCode=CJFQ
86	电子技术与软件工程		电子技术与软件工程	2016-08-01	期刊		10	http://sso.cdclib.org/interlibSSO/goto/6/=06190596Z93/kns55/detail/detail.aspx?recid=&FileName=DZRU201615220&DbName=CJFDLAST2016&DbCode=CJFQ
87	《软件工程》学习网站项目的建设与实现	王小琼	大众科技	2016-06-20	期刊		13	http://sso.cdclib.org/interlibSSO/goto/6/=06190596Z93/kns55/detail/detail.aspx?recid=&FileName=DZJI201606040&DbName=CJFDLAST2016&DbCode=CJFQ
88	以省级教学团队建设为抓手提高软件工程课程教学质量	马世霞	河南机电高等专科学校学报	2016-05-15	期刊		18	http://sso.cdclib.org/interlibSSO/goto/6/=06190596Z93/kns55/detail/detail.aspx?recid=&FileName=HNJD201603023&DbName=CJFDLAST2016&DbCode=CJFQ
89	电子技术与软件工程		电子技术与软件工程	2016-09-01	期刊		15	http://sso.cdclib.org/interlibSSO/goto/6/=06190596Z93/kns55/detail/detail.aspx?recid=&FileName=DZRU201617223&DbName=CJFDLAST2016&DbCode=CJFQ
90	软件工程专业翻转课堂教学模式应用探究	张琳	武汉轻工大学学报	2016-09-15	期刊		17	http://sso.cdclib.org/interlibSSO/goto/6/=06190596Z93/kns55/detail/detail.aspx?recid=&FileName=WHSP201603021&DbName=CJFDLAST2016&DbCode=CJFQ
